Regional;Distrito;Centros;Sector;Nivel;Coordenadas Latitud;Coordenadas Longitud;Matricula;Planta Fisica;Provincia;Municipio;Año
01 - BARAHONA;0101 - PEDERNALES;02334 - HERNANDO GORJON;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.032553;-71.746648;710;16000218 - HERNANDO GORJON;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02335 - BIENVENIDO MORILLO;PUBLICO;INICIAL - PRIMARIO;18.045131;-71.743074;523;16000416 - BIENVENIDO MORILLO;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02336 - EZEQUIEL HERNANDEZ MENDEZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.040663;-71.748256;652;16000812 - EZEQUIEL HERNANDEZ MENDEZ;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02337 - EULALIO EMILIO MANCEBO REYES;PUBLICO;INICIAL - PRIMARIO;18.086838;-71.665969;76;16001015 - EULALIO EMILIO MANCEBO REYES;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02338 - ARSENIO PEREZ PEÑA;PUBLICO;INICIAL - PRIMARIO;18.173358;-71.742050;60;16001119 - ARSENIO PEREZ PEÑA;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02339 - PROF. LUIS DIAZ DIAZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.188897;-71.726246;251;16001411 - PROF. LUIS DIAZ DIAZ;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02341 - COLONIA LOS ARROYOS;PUBLICO;PRIMARIO;18.236142;-71.753032;65;16001713 - COLONIA LOS ARROYOS;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02342 - BELARMINIO FERNANDEZ HERNANDEZ;PUBLICO;PRIMARIO;18.146317;-71.700072;101;16001911 - BELARMINIO FERNANDEZ HERNANDEZ;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02343 - ADELAIDA DIAZ;PUBLICO;INICIAL - PRIMARIO;18.16494;71.701323;256;16002010 - ADELAIDA DIAZ;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02344 - HIGO GRANDE;PUBLICO;PRIMARIO;18.184842;-71.68978;48;16002218 - HIGO GRANDE;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;02345 - GASTON FERNANDO DELIGNE;PUBLICO;INICIAL - PRIMARIO;17.8021;-71.401;642;16002510 - GASTON FERNANDO DELIGNE;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;02347 - PROF. JOSE EUGENIO PEREZ TERRERO;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;17.853626;-71.329237;399;16002916 - PROF. JOSE EUGENIO PEREZ TERRERO;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;02348 - JUANCHO;PUBLICO;INICIAL - PRIMARIO;17.8587;-71.2933;475;16003213 - JUANCHO;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;02350 - EL CAJUIL;PUBLICO;INICIAL - PRIMARIO;17.8118;-71.358;54;16003411 - EL CAJUIL;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;02351 - LOS TRES CHARCOS;PUBLICO;INICIAL - PRIMARIO;17.822290;-71.432746;77;16003515 - LOS TRES CHARCOS;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;02352 - MANUEL GOYA;PUBLICO;INICIAL - PRIMARIO;17.836748;-71.452681;60;16003713 - MANUEL GOYA;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;02353 - SITIO NUEVO;PUBLICO;PRIMARIO;18.126560;-71.665771;88;16004711 - SITIO NUEVO;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;07429 - HERNANDO GORJON;PUBLICO;BASICA DE ADULTOS;18.032553;-71.746648;199;16000218 - HERNANDO GORJON;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;07430 - LUIS MEDRANO GONZALEZ;PUBLICO;SECUNDARIO;18.038317;-71.737104;265;16000614 - LUIS MEDRANO GONZALEZ;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;07431 - PROF. ELIZARDO SANCHEZ ARACHE;PUBLICO;SECUNDARIO;17.7995;-71.3944;372;16021649 - PROF. ELIZARDO SANCHEZ ARACHE;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;07433 - GASTON FERNANDO DELIGNE;PUBLICO;BASICA DE ADULTOS;17.8021;-71.401;15;16002510 - GASTON FERNANDO DELIGNE;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;07435 - SILVESTRE ANTONIO GUZMAN FERNANDEZ;PUBLICO;SECUNDARIO;17.861394;-71.287308;303;16022269 - SILVESTRE ANTONIO GUZMAN FERNANDEZ;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0101 - PEDERNALES;11024 - ESCUELA PARROQUIAL DIVINO NIÑO;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.041738;-71.741296;557;16018370 - ESCUELA PARROQUIAL DIVINO NIÑO;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;12097 - LUIS EMILIO PEREZ MENDEZ;PUBLICO;INICIAL - PRIMARIO;18.045708;-71.737307;148;16005216 - LUIS EMILIO PEREZ MENDEZ;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;13557 - HERNANDO GORJON;PUBLICO;PREPARA REGULAR;18.032553;-71.746648;268;16000218 - HERNANDO GORJON;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;13923 - CENTRO EDUCATIVO EN ARTES PROF. PASTOR ROBERTO MENDEZ;PUBLICO;SECUNDARIO;18.034810;-71.742548;605;16005315 - CENTRO EDUCATIVO EN ARTES PROF. PASTOR ROBERTO MENDEZ;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;14189 - PROF. FIRGIA MARITZA MENDEZ FERNANDEZ DE LEON;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.036605;-71.736354;692;16013312 - PROF. FIRGIA MARITZA MENDEZ FERNANDEZ DE LEON;PEDERNALES;PEDERNALES;20222023
01 - BARAHONA;0101 - PEDERNALES;15761 - GASTON FERNANDO DELIGNE;PUBLICO;PREPARA REGULAR;17.8021;-71.401;52;16002510 - GASTON FERNANDO DELIGNE;PEDERNALES;OVIEDO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00711 - TATIANA RODRIGUEZ;PUBLICO;INICIAL - PRIMARIO;17.901274;-71.230466;463;04010011 - TATIANA RODRIGUEZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00712 - ISMAEL MIRANDA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;17.895912;-71.240305;502;04010115 - ISMAEL MIRANDA;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00713 - PROF. ISABEL FELIZ ACOSTA DE PEREZ;PUBLICO;INICIAL - PRIMARIO;17.895954;-71.273538;101;04010511 - PROF. ISABEL FELIZ ACOSTA DE PEREZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00714 - PROF. BIENVENIDA CUEVAS RUIZ;PUBLICO;INICIAL - PRIMARIO;17.916016;-71.289770;197;04010719 - PROF. BIENVENIDAD CUEVAS RUIZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00715 - PROF. AMADO GARO URBAEZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;17.9334;-71.2979;137;04010813 - PROF. AMADO GARO URBAEZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00716 - EL HIGUERO;PUBLICO;INICIAL - PRIMARIO;17.966884;-71.30968;124;04011016 - EL HIGUERO;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00719 - LA MALAGUETA;PUBLICO;PRIMARIO;17.9247;-71.3265;16;04011318 - LA MALAGUETA;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00720 - AQUILINA TURBI GOMEZ;PUBLICO;PRIMARIO;17.903300;-71.247323;20;04011412 - AQUILINA TURBI GOMEZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00721 - DOMINGO MATOS FELIZ;PUBLICO;PRIMARIO;17.9335;-71.2653;32;04011610 - DOMINGO MATOS FELIZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00722 - AUGUSTO FELIZ MATOS;PUBLICO;PRIMARIO;17.9985;-71.2744;39;04011725 - AUGUSTO FELIZ MATOS;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00723 - DORA CORCIA SANCHEZ SANCHEZ;PUBLICO;INICIAL - PRIMARIO;17.889363;-71.248810;302;04011818 - DORA CORCIA SANCHEZ SANCHEZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00724 - LOS BLANCOS;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;17.948685;-71.195280;337;04012219 - LOS BLANCOS;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00725 - JOSE ANTONIO ALVAREZ;PUBLICO;INICIAL - PRIMARIO;17.9533;-71.2308;66;04012511 - JOSE ANTONIO ALVAREZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00726 - PEÑALVA;PUBLICO;PRIMARIO;17.930868;-71.240317;111;04012719 - PEÑALVA;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00727 - MARTIN FELIZ CACERES;PUBLICO;INICIAL - PRIMARIO;17.924669;-71.210171;55;04012917 - MARTIN FELIZ CACERES;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00728 - LAS MERCEDITAS;PUBLICO;PRIMARIO;17.9381;-71.2067;19;04013110 - LAS MERCEDITAS;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00729 - CHENE;PUBLICO;PRIMARIO;17.976013;-71.255852;145;04013318 - CHENE;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00731 - EL PINO ABAJO;PUBLICO;PRIMARIO;18.0269;-71.2806;37;04013714 - EL PINO ABAJO;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00735 - FRANCISCO FELIZ PEREZ;PUBLICO;PRIMARIO;18.071944;-71.199941;15;04015318 - FRANCISCO FELIZ PEREZ;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00736 - EL PLATON;PUBLICO;PRIMARIO;18.051853;-71.205438;59;04015412 - EL PLATON;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00737 - MENCIA MEDINA MEDINA;PUBLICO;PRIMARIO;18.036988;-71.166172;21;04015610 - MENCIA MEDINA MEDINA;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00738 - PROF. ENEROLIZA FELIZ DE ROSELLO;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.017032;-71.142784;136;04015714 - PROF. ENEROLIZA FELIZ DE ROSELLO;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00739 - WANDA MARTINA JIMENEZ;PUBLICO;PRIMARIO;18.0718;-71.2269;24;04016011 - WANDA MARTINA JIMENEZ;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00741 - LEONARDO;PUBLICO;PRIMARIO;18.0359;-71.2256;84;04016313 - LEONARDO;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00742 - URBANA MEDINA FELIZ;PUBLICO;PRIMARIO;18.0418;-71.2395;23;04016511 - URBANA MEDINA FELIZ;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00743 - FRANCISCO RUBIO MENDEZ;PUBLICO;PRIMARIO;18.026078;-71.206942;29;04016719 - FRANCISCO RUBIO MENDEZ;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00744 - HORACIO CARRASCO LEGER;PUBLICO;PRIMARIO;18.0359;-71.2256;33;04016813 - HORACIO CARRASCO LEGER;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00745 - ERANIO MATEO MEDINA;PUBLICO;PRIMARIO;18.030407;-71.216645;70;04017016 - ERANIO MATEO MEDINA;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00746 - ANTONIO TORRE COLON;PUBLICO;PRIMARIO;18.021167;-71.188220;70;04017610 - ANTONIO TORRE COLON;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00747 - PROF. CLARA ROSA PEREZ FELIZ;PUBLICO;INICIAL - PRIMARIO;17.954980;-71.187609;265;04043074 - PROF. CLARA ROSA PEREZ FELIZ;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00748 - EUGENIO MEDINA FELIZ;PUBLICO;PRIMARIO;17.956534;-71.202770;24;04018011 - EUGENIO MEDINA FELIZ;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00749 - OCACIO SANTANA CARRASCO;PUBLICO;INICIAL - PRIMARIO;17.976502;-71.172053;125;04018219 - OCACIO SANTANA CARRASCO;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00787 - LAS CAOBAS;PUBLICO;INICIAL - PRIMARIO;17.991650;-71.167096;251;04032317 - LAS CAOBAS;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00801 - EL MANIEL;PUBLICO;PRIMARIO;18.0553;-71.3215;47;04035918 - EL MANIEL;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00813 - RIO SITO;PUBLICO;PRIMARIO;18.007270;-71.200583;33;04038619 - RIO SITO;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00814 - AUDON;PUBLICO;PRIMARIO;17.963708;-71.223155;14;04038718 - AUDON;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;00818 - PROF. JANEIRO MUÑOZ VAZQUEZ;PUBLICO;INICIAL - PRIMARIO;17.889728;-71.244411;77;04040210 - PROF. JANEIRO MUÑOZ VAZQUEZ;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;06482 - GUAROCUYA;PUBLICO;SECUNDARIO;17.891209;-71.243689;278;04009812 - POLITECNICO GUAROCUYA;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;06483 - GUAROCUYA;PUBLICO;SECUNDARIO;17.891209;-71.243689;303;04009812 - POLITECNICO GUAROCUYA;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;06484 - ISMAEL MIRANDA;PUBLICO;BASICA DE ADULTOS;17.895912;-71.240305;56;04010115 - ISMAEL MIRANDA;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;06485 - DR. JOSE FRANCISCO PENA GOMEZ;PUBLICO;SECUNDARIO;17.906895;-71.288832;133;04040315576 - DR. JOSE FRANCISCO PEÑA GOMEZ;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;06488 - PARAISO;PUBLICO;SECUNDARIO;17.987495;-71.166061;433;04014813 - POLITECNICO PARAISO;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;06490 - MENCIA;PUBLICO;BASICA DE ADULTOS;17.9892;-71.168;143;04015016 - MENCIA;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;06492 - PROF. CARMEN ELENA SANTANA DE MARMOLEJOS;PUBLICO;SECUNDARIO;17.956710;-71.185773;210;04017818 - PROF. CARMEN ELENA SANTANA DE MARMOLEJOS;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;10467 - BARRIO NUEVO;PUBLICO;PRIMARIO;17.984995;-71.204700;41;04018417 - BARRIO NUEVO;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;10552 - MENCIA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;17.9892;-71.168;697;04015016 - MENCIA;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;11166 - EL INGENIO;PUBLICO;PRIMARIO;18.020883;-71.218428;12;04038817 - EL INGENIO;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;11752 - GUAROCUYA;PUBLICO;PREPARA REGULAR;17.891209;-71.243689;137;04009812 - POLITECNICO GUAROCUYA;BARAHONA;ENRIQUILLO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;12534 - JOSE PEREZ RAMIREZ;PUBLICO;PREPARA REGULAR;17.987495;-71.166061;211;04014813 - POLITECNICO PARAISO;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;13904 - CACHOTE;PUBLICO;PRIMARIO;18.091347;-71.193788;14;04036511 - CACHOTE;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;14190 - IGNACIO ADONIS FELIZ MORETA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;17.997000;-71.174824;385;04048924 - IGNACIO ADONIS FELIZ MORETA;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0102 - ENRIQUILLO;15798 - SAGRADOS CORAZONES;PUBLICO;INICIAL - PRIMARIO;17.988239;-71.168031;389;04045647 - SAGRADOS CORAZONES;BARAHONA;PARAÍSO;20222023
01 - BARAHONA;0103 - BARAHONA;00679 - BAITOITA;PUBLICO;INICIAL - PRIMARIO;18.196757;-71.097220;850;04000119 - BAITOITA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00680 - CASANDRA DAMIRON;PUBLICO;INICIAL - PRIMARIO;18.206223;-71.098031;205;04015471 - 1 CASANDRA DAMIRON;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00681 - PARROQUIAL LA ALTAGRACIA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.198133;-71.101356;942;04000515 - PARROQUIAL LA ALTAGRACIA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00682 - LOS LIRIOS;PUBLICO;INICIAL - PRIMARIO;18.198386;-71.102547;274;04000619 - LOS LIRIOS;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00683 - ESCUELA PARROQUIAL SALESIANA SANTO DOMINGO SAVIO;PUBLICO;INICIAL - PRIMARIO;18.211521;-71.117544;654;04000911 - ESCUELA PARROQUIAL SALESIANO SANTO DOMINGO SAVIO;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00684 - ESCUELA PARROQUIAL SALESIANA CRISTO REY;PUBLICO;INICIAL - PRIMARIO;18.205520;-71.106688;540;04001510 - PARROQUIAL SALESIANA CRISTO REY;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00685 - ESCUELA PARROQUIAL SALESIANA JAIME MOTA;PUBLICO;INICIAL - PRIMARIO;18.207453;-71.110729;550;04002015 - PARROQUIAL SALESIANO JAIME MOTA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00686 - NUEVO JARDIN;PUBLICO;INICIAL - PRIMARIO;18.206605;-71.104088;222;04002220 - NUEVO JARDIN;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00687 - CLUB DE LEONES;PUBLICO;INICIAL - PRIMARIO;18.203776;-71.105390;276;04002411 - CLUB DE LEONES;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00688 - DIVINA PASTORA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.209320;-71.096539;405;04003010 - DIVINA PASTORA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00690 - LEONOR FELTZ;PUBLICO;PRIMARIO;18.209195;-71.100996;660;04003312 - LEONOR FELTZ;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00691 - ACADEMIA FRANCISCANA;PUBLICO;INICIAL - PRIMARIO;18.222063;-71.094506;499;04003614 - ACADEMIA FRANCISCANA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00692 - ANAIMA TEJADA CHAPMAN;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.223169;-71.097210;1162;04003718 - ANAIMA TEJEDA CHAPMAN;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00693 - ESCUELA PARROQUIAL SALESIANA SAN JUAN BOSCO;PUBLICO;INICIAL - PRIMARIO;18.204325;-71.11091;385;04005010 - PARROQUIAL SALESIANA SAN JUAN BOSCO;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00694 - PROF. ALVIDA MARIANA SANTANA ACOSTA;PUBLICO;INICIAL - PRIMARIO;18.224880;-71.102393;493;04005312 - PROF. ALVIDA MARIANA SANTANA ACOSTA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00696 - FIDEL MEDINA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.247568;-71.190231;466;04005718 - FIDEL MEDINA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00697 - PROF. FIDELINA FELIZ MATOS;PUBLICO;INICIAL - PRIMARIO;18.183334;-71.175582;231;04006015 - PROF. FIDELINA FELIZ MATOS;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00698 - SANTA ELENA;PUBLICO;PRIMARIO;18.1533;-71.1242;80;04006411 - SANTA ELENA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00700 - LAS FILIPINAS;PUBLICO;PRIMARIO;18.122462;-71.120244;55;04006713 - LAS FILIPINAS;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00770 - MARINA SEPULVEDA;PUBLICO;INICIAL - PRIMARIO;18.296522;-71.186903;367;04024111 - MARINA SEPULVEDA;BARAHONA;EL PEÑÓN;20222023
01 - BARAHONA;0103 - BARAHONA;00771 - HILDA CELESTE RAMIREZ MATOS;PUBLICO;INICIAL - PRIMARIO;18.314822;-71.162084;522;04024715 - HILDA CELESTE RAMIREZ MATOS;BARAHONA;JAQUIMEYES;20222023
01 - BARAHONA;0103 - BARAHONA;00772 - FIAMETA GARCIA FRANCO;PUBLICO;INICIAL - PRIMARIO;18.299224;-71.169638;155;04025116 - FIAMETA GARCIA FRANCO;BARAHONA;JAQUIMEYES;20222023
01 - BARAHONA;0103 - BARAHONA;00773 - JUAN PABLO DUARTE;PUBLICO;INICIAL - PRIMARIO;18.286367;7-71.1864;298;04025512 - JUAN PABLO DUARTE;BARAHONA;FUNDACIÓN;20222023
01 - BARAHONA;0103 - BARAHONA;00774 - AURA THERMA SUERO FELIZ;PUBLICO;INICIAL - PRIMARIO;18.245745;-71.137993;220;04025814 - AURA THERMA SUERO FELIZ;BARAHONA;FUNDACIÓN;20222023
01 - BARAHONA;0103 - BARAHONA;00775 - HATO VIEJO;PUBLICO;INICIAL - PRIMARIO;18.265478;-71.159918;82;04026413 - HATO VIEJO;BARAHONA;FUNDACIÓN;20222023
01 - BARAHONA;0103 - BARAHONA;00776 - LUIS FELIPE FELIZ Y FELIZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.269516;-71.167477;432;04026517 - LUIS FELIPE FELIZ Y FELIZ;BARAHONA;FUNDACIÓN;20222023
01 - BARAHONA;0103 - BARAHONA;00777 - PROF. LEA MANUELA MORETA;PUBLICO;INICIAL - PRIMARIO;18.066242;-71.108379;610;04026913 - PROF. LEA MANUELA MORETA;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00778 - EL ARROYO;PUBLICO;INICIAL - PRIMARIO;18.104391;-71.077199;325;04027210 - EL ARROYO 1;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00779 - BAHORUCO;PUBLICO;INICIAL - PRIMARIO;18.074619;-71.095294;378;04027814 - BAHORUCO;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00780 - AGUITA BLANCA;PUBLICO;PRIMARIO;18.0811;-71.1709;33;04028017 - AGUITA BLANCA;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00781 - LOS HELECHOS;PUBLICO;PRIMARIO;18.056412;-71.132427;34;04028215 - LOS HELECHOS;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00782 - CARMELITA CUEVAS;PUBLICO;PRIMARIO;18.0441;-71.149;31;04028413 - CARMELITA CUEVAS;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00783 - SAN RAFAEL;PUBLICO;PRIMARIO;18.0287;-71.1395;20;04028517 - SAN RAFAEL;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00784 - EL GUAYUYAL;PUBLICO;PRIMARIO;18.072464;-71.149027;77;04028611 - EL GUAYUYAL;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00785 - JUAN ESTEBAN;PUBLICO;SECUNDARIO;18.115824;-71.072205;116;04028819 - JUAN ESTEBAN;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00786 - PROF. LISANDRA APONTE;PUBLICO;INICIAL - PRIMARIO;18.194205;-71.103305;318;04032074 - PROF. LISANDRA APONTE;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00792 - PROF. IRENE ACOSTA;PUBLICO;INICIAL - PRIMARIO;18.283310;-71.179738;249;04033316 - PROF. IRENE ACOSTA;BARAHONA;FUNDACIÓN;20222023
01 - BARAHONA;0103 - BARAHONA;00796 - LOS NARANJOS;PUBLICO;PRIMARIO;18.054333;-71.128877;34;04035116 - LOS NARANJOS;BARAHONA;LA CIÉNAGA;20222023
01 - BARAHONA;0103 - BARAHONA;00797 - MARIA DOLORES GONZALEZ BOBADILLA;PUBLICO;PRIMARIO;18.160223;-71.155004;4;04035413 - MARIA DOLORES GONZALEZ BOBADILLA;BARAHONA;BARAHONA;20222023
01 - BARAHONA;0103 - BARAHONA;00798 - VIRGILIO PELAEZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;18.202474;-71.099365;597;04035512 - VIRGILIO PELAEZ;BARAHONA;BARAHONA;20222023
