regional_distrito,año_lectivo,tipo,regional,distrito,valor,indicador,nivel
0609 - SAN VICTOR,2022-2023,distrito,06 - LA VEGA,0609 - SAN VICTOR,100.0,promovido,INICIAL
0610 - JIMA ABAJO,2022-2023,distrito,06 - LA VEGA,0610 - JIMA ABAJO,99.6,promovido,INICIAL
07 - SAN FRANCISCO DE MACORIS,2022-2023,regional,07 - SAN FRANCISCO DE MACORIS,,98.7,promovido,INICIAL
0701 - TENARES,2022-2023,distrito,07 - SAN FRANCISCO DE MACORIS,0701 - TENARES,98.3,promovido,INICIAL
0702 - SALCEDO,2022-2023,distrito,07 - SAN FRANCISCO DE MACORIS,0702 - SALCEDO,99.5,promovido,INICIAL
0703 - CASTILLO,2022-2023,distrito,07 - SAN FRANCISCO DE MACORIS,0703 - CASTILLO,99.3,promovido,INICIAL
0704 - VILLA RIVA,2022-2023,distrito,07 - SAN FRANCISCO DE MACORIS,0704 - VILLA RIVA,99.4,promovido,INICIAL
0705 - SAN FRANCISCO DE MACORIS SUR-E,2022-2023,distrito,07 - SAN FRANCISCO DE MACORIS,0705 - SAN FRANCISCO DE MACORIS SUR-E,97.7,promovido,INICIAL
0706 - SAN FRANCISCO DE MACORIS NOR-O,2022-2023,distrito,07 - SAN FRANCISCO DE MACORIS,0706 - SAN FRANCISCO DE MACORIS NOR-O,98.8,promovido,INICIAL
0707 - VILLA TAPIA,2022-2023,distrito,07 - SAN FRANCISCO DE MACORIS,0707 - VILLA TAPIA,99.8,promovido,INICIAL
08 - SANTIAGO,2022-2023,regional,08 - SANTIAGO,,98.6,promovido,INICIAL
0801 - SAN JOSE DE LAS MATAS,2022-2023,distrito,08 - SANTIAGO,0801 - SAN JOSE DE LAS MATAS,98.7,promovido,INICIAL
0802 - JANICO,2022-2023,distrito,08 - SANTIAGO,0802 - JANICO,98.5,promovido,INICIAL
0803 - SANTIAGO SUR-ESTE,2022-2023,distrito,08 - SANTIAGO,0803 - SANTIAGO SUR-ESTE,98.7,promovido,INICIAL
0804 - SANTIAGO NOROESTE,2022-2023,distrito,08 - SANTIAGO,0804 - SANTIAGO NOROESTE,98.5,promovido,INICIAL
0805 - SANTIAGO CENTRO-OESTE,2022-2023,distrito,08 - SANTIAGO,0805 - SANTIAGO CENTRO-OESTE,98.9,promovido,INICIAL
0806 - SANTIAGO NORESTE,2022-2023,distrito,08 - SANTIAGO,0806 - SANTIAGO NORESTE,98.6,promovido,INICIAL
0807 - VILLA BISONO (NAVARRETE),2022-2023,distrito,08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),98.5,promovido,INICIAL
0808 - LICEY AL MEDIO,2022-2023,distrito,08 - SANTIAGO,0808 - LICEY AL MEDIO,98.4,promovido,INICIAL
0809 - TAMBORIL,2022-2023,distrito,08 - SANTIAGO,0809 - TAMBORIL,96.8,promovido,INICIAL
0810 - VILLA GONZALEZ,2022-2023,distrito,08 - SANTIAGO,0810 - VILLA GONZALEZ,98.4,promovido,INICIAL
09 - MAO,2022-2023,regional,09 - MAO,,97.9,promovido,INICIAL
0901 - MAO,2022-2023,distrito,09 - MAO,0901 - MAO,96.5,promovido,INICIAL
0902 - ESPERANZA,2022-2023,distrito,09 - MAO,0902 - ESPERANZA,98.5,promovido,INICIAL
0903 - SAN IGNACIO DE SABANETA,2022-2023,distrito,09 - MAO,0903 - SAN IGNACIO DE SABANETA,98.2,promovido,INICIAL
0904 - MONCION,2022-2023,distrito,09 - MAO,0904 - MONCION,98.9,promovido,INICIAL
0905 - LAGUNA SALADA,2022-2023,distrito,09 - MAO,0905 - LAGUNA SALADA,99.3,promovido,INICIAL
0906 - VILLA LOS ALMACIGOS,2022-2023,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,99.6,promovido,INICIAL
10 - SANTO DOMINGO,2022-2023,regional,10 - SANTO DOMINGO,,98.6,promovido,INICIAL
1001 - VILLA MELLA,2022-2023,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,98.9,promovido,INICIAL
1002 - SABANA PERDIDA,2022-2023,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,98.5,promovido,INICIAL
1003 - SANTO DOMINGO NORESTE,2022-2023,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,98.2,promovido,INICIAL
1004 - SANTO DOMINGO ORIENTAL,2022-2023,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,98.9,promovido,INICIAL
1005 - BOCA CHICA,2022-2023,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,98.5,promovido,INICIAL
1006 - MENDOZA,2022-2023,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,98.3,promovido,INICIAL
1007 - SAN ANTONIO DE GUERRA,2022-2023,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,98.3,promovido,INICIAL
11 - PUERTO PLATA,2022-2023,regional,11 - PUERTO PLATA,,98.0,promovido,INICIAL
1101 - SOSUA,2022-2023,distrito,11 - PUERTO PLATA,1101 - SOSUA,98.5,promovido,INICIAL
1102 - PUERTO PLATA,2022-2023,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,97.0,promovido,INICIAL
1103 - IMBERT,2022-2023,distrito,11 - PUERTO PLATA,1103 - IMBERT,99.0,promovido,INICIAL
1104 - LUPERON,2022-2023,distrito,11 - PUERTO PLATA,1104 - LUPERON,99.4,promovido,INICIAL
1105 - ALTAMIRA,2022-2023,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,99.2,promovido,INICIAL
1106 - EL MAMEY,2022-2023,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,100.0,promovido,INICIAL
1107 - VILLA ISABELA,2022-2023,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,100.0,promovido,INICIAL
12 - HIGUEY,2022-2023,regional,12 - HIGUEY,,97.8,promovido,INICIAL
1201 - HIGUEY,2022-2023,distrito,12 - HIGUEY,1201 - HIGUEY,97.6,promovido,INICIAL
1202 - SAN RAFAEL DEL YUMA,2022-2023,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,98.7,promovido,INICIAL
1203 - EL SEIBO,2022-2023,distrito,12 - HIGUEY,1203 - EL SEIBO,98.6,promovido,INICIAL
1204 - MICHES,2022-2023,distrito,12 - HIGUEY,1204 - MICHES,98.2,promovido,INICIAL
13 - MONTE CRISTI,2022-2023,regional,13 - MONTE CRISTI,,98.2,promovido,INICIAL
1301 - MONTE CRISTI,2022-2023,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,97.1,promovido,INICIAL
1302 - GUAYUBIN,2022-2023,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,98.3,promovido,INICIAL
1303 - VILLA VASQUEZ,2022-2023,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,99.0,promovido,INICIAL
1304 - DAJABON,2022-2023,distrito,13 - MONTE CRISTI,1304 - DAJABON,99.2,promovido,INICIAL
1305 - LOMA DE CABRERA,2022-2023,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,96.2,promovido,INICIAL
1306 - RESTAURACION,2022-2023,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,100.0,promovido,INICIAL
14 - NAGUA,2022-2023,regional,14 - NAGUA,,99.1,promovido,INICIAL
1401 - NAGUA,2022-2023,distrito,14 - NAGUA,1401 - NAGUA,99.2,promovido,INICIAL
1402 - CABRERA,2022-2023,distrito,14 - NAGUA,1402 - CABRERA,99.0,promovido,INICIAL
1403 - RIO SAN JUAN,2022-2023,distrito,14 - NAGUA,1403 - RIO SAN JUAN,99.8,promovido,INICIAL
1404 - SAMANA,2022-2023,distrito,14 - NAGUA,1404 - SAMANA,99.8,promovido,INICIAL
1405 - SANCHEZ,2022-2023,distrito,14 - NAGUA,1405 - SANCHEZ,99.8,promovido,INICIAL
1406 - EL FACTOR,2022-2023,distrito,14 - NAGUA,1406 - EL FACTOR,97.6,promovido,INICIAL
1407 - LAS TERRENAS,2022-2023,distrito,14 - NAGUA,1407 - LAS TERRENAS,98.1,promovido,INICIAL
15 - SANTO DOMINGO,2022-2023,regional,15 - SANTO DOMINGO,,98.0,promovido,INICIAL
1501 - LOS ALCARRIZOS,2022-2023,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,97.4,promovido,INICIAL
1502 - SANTO DOMINGO CENTRO,2022-2023,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,97.2,promovido,INICIAL
1503 - SANTO DOMINGO SURCENTRAL,2022-2023,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,99.3,promovido,INICIAL
1504 - SANTO DOMINGO NOROESTE,2022-2023,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,98.2,promovido,INICIAL
1505 - HERRERA,2022-2023,distrito,15 - SANTO DOMINGO,1505 - HERRERA,97.6,promovido,INICIAL
1506 - PEDRO BRAND,2022-2023,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,99.0,promovido,INICIAL
16 - COTUI,2022-2023,regional,16 - COTUI,,99.0,promovido,INICIAL
1601 - COTUI,2022-2023,distrito,16 - COTUI,1601 - COTUI,99.4,promovido,INICIAL
1602 - FANTINO,2022-2023,distrito,16 - COTUI,1602 - FANTINO,99.2,promovido,INICIAL
1603 - CEVICOS,2022-2023,distrito,16 - COTUI,1603 - CEVICOS,99.8,promovido,INICIAL
1604 - BONAO SUROESTE,2022-2023,distrito,16 - COTUI,1604 - BONAO SUROESTE,98.9,promovido,INICIAL
1605 - PIEDRA BLANCA,2022-2023,distrito,16 - COTUI,1605 - PIEDRA BLANCA,99.1,promovido,INICIAL
1606 - BONAO NORDESTE,2022-2023,distrito,16 - COTUI,1606 - BONAO NORDESTE,98.3,promovido,INICIAL
1607 - VILLA LA MATA,2022-2023,distrito,16 - COTUI,1607 - VILLA LA MATA,99.1,promovido,INICIAL
17 - MONTE PLATA,2022-2023,regional,17 - MONTE PLATA,,98.2,promovido,INICIAL
1701 - YAMASA,2022-2023,distrito,17 - MONTE PLATA,1701 - YAMASA,97.7,promovido,INICIAL
1702 - MONTE PLATA,2022-2023,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,98.8,promovido,INICIAL
1703 - BAYAGUANA,2022-2023,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,98.5,promovido,INICIAL
1704 - SABANA GRANDE DE BOYA,2022-2023,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,98.1,promovido,INICIAL
1705 - ESPERALVILLO,2022-2023,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,97.6,promovido,INICIAL
18 - BAHORUCO,2022-2023,regional,18 - BAHORUCO,,98.4,promovido,INICIAL
1801 - NEYBA,2022-2023,distrito,18 - BAHORUCO,1801 - NEYBA,98.5,promovido,INICIAL
1802 - TAMAYO,2022-2023,distrito,18 - BAHORUCO,1802 - TAMAYO,99.5,promovido,INICIAL
1803 - VILLA JARAGUA,2022-2023,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,99.6,promovido,INICIAL
1804 - JIMANI,2022-2023,distrito,18 - BAHORUCO,1804 - JIMANI,96.9,promovido,INICIAL
1805 - DUVERGE,2022-2023,distrito,18 - BAHORUCO,1805 - DUVERGE,98.3,promovido,INICIAL
TOTAL,2023-2024,total,,,98.5,promovido,INICIAL
01 - BARAHONA,2023-2024,regional,01 - BARAHONA,,99.1,promovido,INICIAL
0101 - PEDERNALES,2023-2024,distrito,01 - BARAHONA,0101 - PEDERNALES,99.0,promovido,INICIAL
0102 - ENRIQUILLO,2023-2024,distrito,01 - BARAHONA,0102 - ENRIQUILLO,98.2,promovido,INICIAL
0103 - BARAHONA,2023-2024,distrito,01 - BARAHONA,0103 - BARAHONA,99.2,promovido,INICIAL
0104 - CABRAL,2023-2024,distrito,01 - BARAHONA,0104 - CABRAL,98.3,promovido,INICIAL
0105 - VICENTE NOBLE,2023-2024,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,99.7,promovido,INICIAL
02 - SAN JUAN DE LA MAGUANA,2023-2024,regional,02 - SAN JUAN DE LA MAGUANA,,97.9,promovido,INICIAL
0201 - COMENDADOR,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,96.5,promovido,INICIAL
0202 - PEDRO SANTANA,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,93.7,promovido,INICIAL
0203 - LAS MATAS DE FARFAN,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,98.8,promovido,INICIAL
0204 - EL CERCADO,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,95.8,promovido,INICIAL
0205 - SAN JUAN ESTE,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,98.0,promovido,INICIAL
0206 - SAN JUAN OESTE,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,99.0,promovido,INICIAL
0207 - HONDO VALLE,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,98.6,promovido,INICIAL
03 - AZUA,2023-2024,regional,03 - AZUA,,98.7,promovido,INICIAL
0301 - AZUA,2023-2024,distrito,03 - AZUA,0301 - AZUA,98.8,promovido,INICIAL
0302 - PADRE DE LAS CASAS,2023-2024,distrito,03 - AZUA,0302 - PADRE DE LAS CASAS,99.6,promovido,INICIAL
0303 - SAN JOSE DE OCOA,2023-2024,distrito,03 - AZUA,0303 - SAN JOSE DE OCOA,98.5,promovido,INICIAL
0304 - BANI,2023-2024,distrito,03 - AZUA,0304 - BANI,98.3,promovido,INICIAL
0305 - NIZAO,2023-2024,distrito,03 - AZUA,0305 - NIZAO,99.2,promovido,INICIAL
04 - SAN CRISTOBAL,2023-2024,regional,04 - SAN CRISTOBAL,,98.9,promovido,INICIAL
0401 - CAMBITA GARABITOS,2023-2024,distrito,04 - SAN CRISTOBAL,0401 - CAMBITA GARABITOS,99.1,promovido,INICIAL
0402 - SAN CRISTOBAL NORTE,2023-2024,distrito,04 - SAN CRISTOBAL,0402 - SAN CRISTOBAL NORTE,99.0,promovido,INICIAL
0403 - SAN CRISTOBAL SUR,2023-2024,distrito,04 - SAN CRISTOBAL,0403 - SAN CRISTOBAL SUR,99.3,promovido,INICIAL
0404 - VILLA ALTAGRACIA,2023-2024,distrito,04 - SAN CRISTOBAL,0404 - VILLA ALTAGRACIA,98.9,promovido,INICIAL
0405 - YAGUATE,2023-2024,distrito,04 - SAN CRISTOBAL,0405 - YAGUATE,100.0,promovido,INICIAL
0406 - HAINA,2023-2024,distrito,04 - SAN CRISTOBAL,0406 - HAINA,98.3,promovido,INICIAL
0407 - SAN GREGORIO DE NIGUA,2023-2024,distrito,04 - SAN CRISTOBAL,0407 - SAN GREGORIO DE NIGUA,99.4,promovido,INICIAL
05 - SAN PEDRO DE MACORIS,2023-2024,regional,05 - SAN PEDRO DE MACORIS,,98.5,promovido,INICIAL
0501 - SAN PEDRO DE MACORIS ESTE,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0501 - SAN PEDRO DE MACORIS ESTE,99.0,promovido,INICIAL
0502 - SAN PEDRO DE MACORIS OESTE,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0502 - SAN PEDRO DE MACORIS OESTE,98.3,promovido,INICIAL
0503 - LA ROMANA,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0503 - LA ROMANA,98.7,promovido,INICIAL
0504 - HATO MAYOR,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0504 - HATO MAYOR,97.7,promovido,INICIAL
0505 - SABANA DE LA MAR,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0505 - SABANA DE LA MAR,98.6,promovido,INICIAL
0506 - CONSUELO,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0506 - CONSUELO,97.8,promovido,INICIAL
0507 - SAN JOSE DE LOS LLANOS,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0507 - SAN JOSE DE LOS LLANOS,99.2,promovido,INICIAL
0508 - QUISQUEYA,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0508 - QUISQUEYA,98.3,promovido,INICIAL
0509 - EL VALLE,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0509 - EL VALLE,97.8,promovido,INICIAL
0510 - GUAYMATE,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0510 - GUAYMATE,99.5,promovido,INICIAL
0511 - VILLA HERMOSA,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0511 - VILLA HERMOSA,97.9,promovido,INICIAL
06 - LA VEGA,2023-2024,regional,06 - LA VEGA,,99.3,promovido,INICIAL
0601 - JOSE CONTRERAS,2023-2024,distrito,06 - LA VEGA,0601 - JOSE CONTRERAS,99.4,promovido,INICIAL
0602 - CONSTANZA,2023-2024,distrito,06 - LA VEGA,0602 - CONSTANZA,99.3,promovido,INICIAL
0603 - JARABACOA,2023-2024,distrito,06 - LA VEGA,0603 - JARABACOA,99.5,promovido,INICIAL
0604 - LA VEGA OESTE,2023-2024,distrito,06 - LA VEGA,0604 - LA VEGA OESTE,99.3,promovido,INICIAL
0605 - LA VEGA ESTE,2023-2024,distrito,06 - LA VEGA,0605 - LA VEGA ESTE,99.3,promovido,INICIAL
0606 - MOCA,2023-2024,distrito,06 - LA VEGA,0606 - MOCA,99.2,promovido,INICIAL
0607 - GASPAR HERNANDEZ,2023-2024,distrito,06 - LA VEGA,0607 - GASPAR HERNANDEZ,99.3,promovido,INICIAL
0608 - JAMAO AL NORTE,2023-2024,distrito,06 - LA VEGA,0608 - JAMAO AL NORTE,97.8,promovido,INICIAL
0609 - SAN VICTOR,2023-2024,distrito,06 - LA VEGA,0609 - SAN VICTOR,100.0,promovido,INICIAL
0610 - JIMA ABAJO,2023-2024,distrito,06 - LA VEGA,0610 - JIMA ABAJO,99.8,promovido,INICIAL
07 - SAN FRANCISCO DE MACORIS,2023-2024,regional,07 - SAN FRANCISCO DE MACORIS,,98.8,promovido,INICIAL
0701 - TENARES,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0701 - TENARES,99.0,promovido,INICIAL
0702 - SALCEDO,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0702 - SALCEDO,99.7,promovido,INICIAL
0703 - CASTILLO,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0703 - CASTILLO,98.0,promovido,INICIAL
0704 - VILLA RIVA,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0704 - VILLA RIVA,99.8,promovido,INICIAL
0705 - SAN FRANCISCO DE MACORIS SUR-E,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0705 - SAN FRANCISCO DE MACORIS SUR-E,97.7,promovido,INICIAL
0706 - SAN FRANCISCO DE MACORIS NOR-O,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0706 - SAN FRANCISCO DE MACORIS NOR-O,99.3,promovido,INICIAL
0707 - VILLA TAPIA,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0707 - VILLA TAPIA,99.9,promovido,INICIAL
08 - SANTIAGO,2023-2024,regional,08 - SANTIAGO,,98.7,promovido,INICIAL
0801 - SAN JOSE DE LAS MATAS,2023-2024,distrito,08 - SANTIAGO,0801 - SAN JOSE DE LAS MATAS,98.8,promovido,INICIAL
0802 - JANICO,2023-2024,distrito,08 - SANTIAGO,0802 - JANICO,99.2,promovido,INICIAL
0803 - SANTIAGO SUR-ESTE,2023-2024,distrito,08 - SANTIAGO,0803 - SANTIAGO SUR-ESTE,98.5,promovido,INICIAL
0804 - SANTIAGO NOROESTE,2023-2024,distrito,08 - SANTIAGO,0804 - SANTIAGO NOROESTE,98.5,promovido,INICIAL
0805 - SANTIAGO CENTRO-OESTE,2023-2024,distrito,08 - SANTIAGO,0805 - SANTIAGO CENTRO-OESTE,99.3,promovido,INICIAL
0806 - SANTIAGO NORESTE,2023-2024,distrito,08 - SANTIAGO,0806 - SANTIAGO NORESTE,98.2,promovido,INICIAL
0807 - VILLA BISONO (NAVARRETE),2023-2024,distrito,08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),98.7,promovido,INICIAL
0808 - LICEY AL MEDIO,2023-2024,distrito,08 - SANTIAGO,0808 - LICEY AL MEDIO,99.1,promovido,INICIAL
0809 - TAMBORIL,2023-2024,distrito,08 - SANTIAGO,0809 - TAMBORIL,98.3,promovido,INICIAL
0810 - VILLA GONZALEZ,2023-2024,distrito,08 - SANTIAGO,0810 - VILLA GONZALEZ,98.9,promovido,INICIAL
09 - MAO,2023-2024,regional,09 - MAO,,98.3,promovido,INICIAL
0901 - MAO,2023-2024,distrito,09 - MAO,0901 - MAO,97.2,promovido,INICIAL
0902 - ESPERANZA,2023-2024,distrito,09 - MAO,0902 - ESPERANZA,99.2,promovido,INICIAL
0903 - SAN IGNACIO DE SABANETA,2023-2024,distrito,09 - MAO,0903 - SAN IGNACIO DE SABANETA,98.8,promovido,INICIAL
0904 - MONCION,2023-2024,distrito,09 - MAO,0904 - MONCION,98.3,promovido,INICIAL
0905 - LAGUNA SALADA,2023-2024,distrito,09 - MAO,0905 - LAGUNA SALADA,98.4,promovido,INICIAL
0906 - VILLA LOS ALMACIGOS,2023-2024,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,100.0,promovido,INICIAL
10 - SANTO DOMINGO,2023-2024,regional,10 - SANTO DOMINGO,,98.5,promovido,INICIAL
1001 - VILLA MELLA,2023-2024,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,98.1,promovido,INICIAL
1002 - SABANA PERDIDA,2023-2024,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,98.2,promovido,INICIAL
1003 - SANTO DOMINGO NORESTE,2023-2024,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,98.6,promovido,INICIAL
1004 - SANTO DOMINGO ORIENTAL,2023-2024,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,98.7,promovido,INICIAL
1005 - BOCA CHICA,2023-2024,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,98.4,promovido,INICIAL
1006 - MENDOZA,2023-2024,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,98.7,promovido,INICIAL
1007 - SAN ANTONIO DE GUERRA,2023-2024,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,98.6,promovido,INICIAL
11 - PUERTO PLATA,2023-2024,regional,11 - PUERTO PLATA,,98.3,promovido,INICIAL
1101 - SOSUA,2023-2024,distrito,11 - PUERTO PLATA,1101 - SOSUA,98.3,promovido,INICIAL
1102 - PUERTO PLATA,2023-2024,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,97.9,promovido,INICIAL
1103 - IMBERT,2023-2024,distrito,11 - PUERTO PLATA,1103 - IMBERT,98.7,promovido,INICIAL
1104 - LUPERON,2023-2024,distrito,11 - PUERTO PLATA,1104 - LUPERON,99.5,promovido,INICIAL
1105 - ALTAMIRA,2023-2024,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,98.6,promovido,INICIAL
1106 - EL MAMEY,2023-2024,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,99.6,promovido,INICIAL
1107 - VILLA ISABELA,2023-2024,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,100.0,promovido,INICIAL
12 - HIGUEY,2023-2024,regional,12 - HIGUEY,,97.4,promovido,INICIAL
1201 - HIGUEY,2023-2024,distrito,12 - HIGUEY,1201 - HIGUEY,97.1,promovido,INICIAL
1202 - SAN RAFAEL DEL YUMA,2023-2024,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,98.3,promovido,INICIAL
1203 - EL SEIBO,2023-2024,distrito,12 - HIGUEY,1203 - EL SEIBO,98.5,promovido,INICIAL
1204 - MICHES,2023-2024,distrito,12 - HIGUEY,1204 - MICHES,98.5,promovido,INICIAL
13 - MONTE CRISTI,2023-2024,regional,13 - MONTE CRISTI,,97.9,promovido,INICIAL
1301 - MONTE CRISTI,2023-2024,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,96.7,promovido,INICIAL
1302 - GUAYUBIN,2023-2024,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,98.0,promovido,INICIAL
1303 - VILLA VASQUEZ,2023-2024,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,99.0,promovido,INICIAL
1304 - DAJABON,2023-2024,distrito,13 - MONTE CRISTI,1304 - DAJABON,97.6,promovido,INICIAL
1305 - LOMA DE CABRERA,2023-2024,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,97.8,promovido,INICIAL
1306 - RESTAURACION,2023-2024,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,100.0,promovido,INICIAL
14 - NAGUA,2023-2024,regional,14 - NAGUA,,99.5,promovido,INICIAL
1401 - NAGUA,2023-2024,distrito,14 - NAGUA,1401 - NAGUA,99.2,promovido,INICIAL
1402 - CABRERA,2023-2024,distrito,14 - NAGUA,1402 - CABRERA,99.4,promovido,INICIAL
1403 - RIO SAN JUAN,2023-2024,distrito,14 - NAGUA,1403 - RIO SAN JUAN,99.8,promovido,INICIAL
1404 - SAMANA,2023-2024,distrito,14 - NAGUA,1404 - SAMANA,99.4,promovido,INICIAL
1405 - SANCHEZ,2023-2024,distrito,14 - NAGUA,1405 - SANCHEZ,99.8,promovido,INICIAL
1406 - EL FACTOR,2023-2024,distrito,14 - NAGUA,1406 - EL FACTOR,99.7,promovido,INICIAL
1407 - LAS TERRENAS,2023-2024,distrito,14 - NAGUA,1407 - LAS TERRENAS,99.9,promovido,INICIAL
15 - SANTO DOMINGO,2023-2024,regional,15 - SANTO DOMINGO,,98.0,promovido,INICIAL
1501 - LOS ALCARRIZOS,2023-2024,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,97.5,promovido,INICIAL
1502 - SANTO DOMINGO CENTRO,2023-2024,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,96.9,promovido,INICIAL
1503 - SANTO DOMINGO SURCENTRAL,2023-2024,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,99.2,promovido,INICIAL
1504 - SANTO DOMINGO NOROESTE,2023-2024,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,98.2,promovido,INICIAL
1505 - HERRERA,2023-2024,distrito,15 - SANTO DOMINGO,1505 - HERRERA,97.9,promovido,INICIAL
1506 - PEDRO BRAND,2023-2024,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,98.4,promovido,INICIAL
16 - COTUI,2023-2024,regional,16 - COTUI,,99.3,promovido,INICIAL
1601 - COTUI,2023-2024,distrito,16 - COTUI,1601 - COTUI,99.5,promovido,INICIAL
1602 - FANTINO,2023-2024,distrito,16 - COTUI,1602 - FANTINO,99.3,promovido,INICIAL
1603 - CEVICOS,2023-2024,distrito,16 - COTUI,1603 - CEVICOS,100.0,promovido,INICIAL
1604 - BONAO SUROESTE,2023-2024,distrito,16 - COTUI,1604 - BONAO SUROESTE,99.3,promovido,INICIAL
1605 - PIEDRA BLANCA,2023-2024,distrito,16 - COTUI,1605 - PIEDRA BLANCA,98.7,promovido,INICIAL
1606 - BONAO NORDESTE,2023-2024,distrito,16 - COTUI,1606 - BONAO NORDESTE,99.3,promovido,INICIAL
1607 - VILLA LA MATA,2023-2024,distrito,16 - COTUI,1607 - VILLA LA MATA,99.5,promovido,INICIAL
17 - MONTE PLATA,2023-2024,regional,17 - MONTE PLATA,,98.8,promovido,INICIAL
